ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
GW-015,ShinrAi Dokument-Analyse & Score,KI analysiert hochgeladenes Dokument und erzeugt daraus Achsen-Score.,Gateway,Trust/Audit,"Exporter, Auditor",AI-gestützt,"Dokument (Bild/PDF) → partieller axis_score, findings",supabase/functions/shinrai-score/index.ts (action=analyze),live,nein,BELEGT
GW-016,Blockchain Anker – Batch Audit-Kette,SHA-256-Hash der Supply-Chain-Events wird on-chain verankert (EVM mock-fähig); Verifikation über Merkle-Root.,Gateway,Trust/Audit,"Auditor, Exporter",automatisiert,"batch_id → tx_hash, block_number, chain_root_hash","supabase/functions/gateway-blockchain-anchor/index.ts (action=verify_anchor, anchor)",im-Code,nein,BELEGT
GW-017,Supply Chain Event Tracking,"Immutabler Ledger für alle Lieferketten-Ereignisse (Ernte, Test, Versand, Zoll, Annahme) mit Hash-Kette.",Gateway,Trust/Audit,"Exporter, Auditor, Regulierer",automatisiert,"event_type, batch_id, title → event_id, event_hash, chain_sequence",supabase/functions/gateway-supply-chain-tracker/index.ts,live,nein,BELEGT
GW-018,Audit Trail Dashboard,Chronologische Ansicht aller Audit-Trail-Einträge einer Organisation/Charge.,Gateway,Trust/Audit,"Auditor, Exporter, Admin",automatisiert,"Filter → Audit-Trail-Liste (action, entity, user, timestamp)",src/pages/dashboard/AuditTrail.tsx,live,nein,BELEGT
GW-019,Audit Passport,Exportierbarer strukturierter Audit-Ausweis einer Charge (Supply-Chain-Events + Signaturen + ShinrAi-Score).,Gateway,Trust/Audit,"Exporter, Auditor, Behörde",automatisiert,batch_id → Audit-Passport-Report (JSON/PDF),"src/pages/dashboard/AuditPassport.tsx, supabase/functions/audit-report/index.ts",live,nein,BELEGT
GW-020,Audit Report Export,"Generiert Audit-Report (JSON/PDF, öffentlich/authentifiziert) mit Supply-Chain-Events und QP-Signaturen.",Gateway,Trust/Audit,"Auditor, Behörde, Exporter",automatisiert,"batch_id, format → Report-Dokument",supabase/functions/audit-report/index.ts,live,nein,BELEGT
GW-021,Selbst-Audit Tool,Geführter Selbst-Audit-Workflow für Exporter/Farm mit Checklisten und Befund-Erfassung.,Gateway,Trust/Audit,"Exporter, Farm",automatisiert,"Checklisten-Antworten → Audit-Score, GAP-Liste",src/pages/dashboard/SelfAudit.tsx,live,nein,BELEGT
GW-022,Realtime Audit Voice/Vision Session,OpenAI Realtime API: Auditor führt gesprochenes Audit mit Live-Vision-Snapshot; ephemeral token wird serverseitig ausgestellt.,Gateway,Trust/Audit,"Auditor, Admin",AI-gestützt,"Auth-Token → Realtime-Session-Token, session_id",supabase/functions/realtime-audit-token/index.ts,im-Code,nein,BELEGT
GW-023,Gemini Audio-Relay (Audit),Google Gemini WebSocket Relay für multimodale Audit-Sessions (Audio + Vision) mit serverseitigem Session-Store.,Gateway,Trust/Audit,Auditor,AI-gestützt,audio-chunks/text + setupConfig → Gemini-Realtime-Antwort,supabase/functions/gemini-audio-relay/index.ts,im-Code,nein,BELEGT
GW-024,CAPA Tracker,"Corrective and Preventive Actions: Erfassen, Zuweisen, Verfolgen und Abschließen von CAPA-Maßnahmen.",Gateway,Quality/GxP,"Auditor, Inspector, Farm, Exporter",automatisiert,"Finding + root_cause → CAPA-ID, Status, Action-Items",src/pages/dashboard/CapaTracker.tsx,live,nein,BELEGT
GW-025,CAPA / RCA KI-Analyse,KI-Analyse einer Abweichung zur Ableitung von Root-Cause und CAPA-Maßnahmen.,Gateway,Quality/GxP,"QA-Manager, Auditor",AI-gestützt,"Abweichungsbeschreibung → root_cause, capa_items, action_items",supabase/functions/capa-rca-analyzer/index.ts,live,nein,BELEGT
GW-026,Abweichungs-Management (Deviation),"Erfassen, Klassifizieren und Bearbeiten von GxP-Abweichungen inkl. Schweregrad und Korrekturmaßnahmen.",Gateway,Quality/GxP,"QA-Manager, Farm, Exporter",automatisiert,"Abweichungsformular → Deviation-ID, Status, CAPA-Link",src/pages/dashboard/DeviationManagement.tsx,live,nein,BELEGT
GW-027,QP Release Thai (RP-Freigabe),"Thai Responsible Person gibt Charge nach Thai FDA B.E. 2565 §31 frei, quarantänt oder lehnt ab; Two-Eyes-Signatur.",Gateway,Regulatory,Thai RP,automatisiert,"batch_id, decision, rationale → Batch-Status, QP-Signatur",supabase/functions/qp-release-thai/index.ts,live,nein,BELEGT
GW-028,QP Release EU (Annex-16-Freigabe),EU Qualified Person nach §14 AMG / Annex 16 GMP gibt Charge für EU-Import frei; BfArM-Registrierung Pflicht.,Gateway,Regulatory,EU Qualified Person,automatisiert,"batch_id, decision, qp_eu_gmp_cert → Batch-Status, QP-Signatur",supabase/functions/qp-release-eu/index.ts,live,nein,BELEGT
GW-029,QP Release Dashboard (Übersicht),Übersicht aller QP-Freigabe-Entscheidungen mit Status und Signatur-Link.,Gateway,Quality/GxP,"Admin, Auditor, Inspector",automatisiert,Filter → QP-Release-Liste,src/pages/dashboard/QPRelease.tsx,live,nein,BELEGT
GW-030,QP Release DTrust (eIDAS QES),Qualifizierte Elektronische Signatur via DTrust/eIDAS-Provider für QP-Dokumente; Signatur-Hash in DB gespeichert.,Gateway,Quality/GxP,EU QP,automatisiert,"batch_id, signer_name, eu_gmp_cert → signature_id, document_hash, signing_url","supabase/functions/gateway-dtrust-signing/index.ts, src/pages/dashboard/QPReleaseDTrust.tsx",im-Code,nein,BELEGT
GW-031,QP Release DocuSign,"Alternativ-eSignatur via DocuSign: Umschlag erstellen, Signatur-Status verfolgen, Completion-Webhook empfangen.",Gateway,Quality/GxP,"EU QP, Admin",automatisiert,"batch_id, qp_email, qp_eu_gmp_cert → envelope_id, signing_url","supabase/functions/gateway-docusign-integration/index.ts (action=create_qp_release), src/pages/dashboard/QPReleasesDocuSign.tsx",im-Code,nein,BELEGT
GW-032,QP Netzwerk (Qualified Person Network),Verwaltung und Suche zugelassener Qualified Persons für Thai RP und EU QP Annex-16-Rollen.,Gateway,Regulatory,"Admin, Exporter",automatisiert,Suchfilter → QP-Liste mit Credentials,"src/pages/dashboard/QPNetwork.tsx, src/hooks/use-qp-network.ts",live,nein,BELEGT
GW-033,Post-Harvest Operation öffnen (EU GMP),EU GMP Manufacturer öffnet Post-Harvest-Operation nach Annex 7 §13; Two-Eyes: Production Manager + QA Manager Pflicht.,Gateway,Quality/GxP,EU GMP Production Manager,automatisiert,"batch_id, facility_id, signers → Operation-ID, Status 'opened'",supabase/functions/post-harvest-open/index.ts,live,nein,BELEGT
GW-034,Post-Harvest Operation abschließen (EU GMP),QA-Manager signiert QA-Release nach Post-Harvest (Two-Eyes); triggert Transition zu ready_for_eu_qp_release.,Gateway,Quality/GxP,EU GMP QA Manager,automatisiert,"operation_id, qa_decision → Status 'eu_post_harvest_completed'",supabase/functions/post-harvest-complete/index.ts,live,nein,BELEGT
GW-035,Post-Harvest Services Dashboard,"Übersicht aller Post-Harvest-Operationen mit Status, Signaturen und offenen Aktionen.",Gateway,Quality/GxP,"Exporter, Auditor, Farm",automatisiert,User-Scope → Post-Harvest-Operations-Liste,src/pages/dashboard/PostHarvestServices.tsx,live,nein,BELEGT
GW-036,EU Intake – Wareneingang bestätigen,EU-Großhändler RP oder GMP-QA bestätigt Wareneingang am Ziel nach GDP 2013/C 343/01 Ch. 5; triggert Statuswechsel.,Gateway,Logistics,"EU Wholesaler RP, EU GMP QA",automatisiert,"batch_id, facility_id, receiver_role → intake_receipt_id, Status",supabase/functions/eu-intake-receive/index.ts,live,nein,BELEGT
GW-037,CoA Panel-Validator,Prüft CoA-Analysenpanel gegen konfigurierte Validation-Profile; klassifiziert als passed/failed/conditionally_passed auf Analyt-Ebene.,Gateway,Quality/GxP,"Lab, QA",automatisiert,"panel_results, batch_id, coa_profile → validation_result_id, item-Level-Ergebnisse",supabase/functions/gateway-coa-panel-validator/index.ts,live,nein,BELEGT
GW-038,LIMS Integration (Proxy),"Proxy zu AICert LIMS: CoA parsen, QP-Release anfordern, Lab-Ergebnisse übernehmen.",Gateway,Quality/GxP,"Lab, QA",automatisiert,"action + coa_url/lab_result_id → geparste Testergebnisse, QP-Release-Request",supabase/functions/lims-proxy/index.ts,live,nein,BELEGT
GW-039,LIMS Webhook – Labor-Ergebnis-Eingang,"Empfängt Lab-Ergebnisse per Webhook mit HMAC-Signatur, parst und speichert Analysewerte.",Gateway,Quality/GxP,Lab-System,automatisiert,"LIMS-Webhook-Payload → batch_lab_results, supply_chain_event",supabase/functions/lims-webhook/index.ts,live,nein,BELEGT
GW-040,LIMS Lab Dashboard,"Laboransicht mit CoA-Upload, Testergebnissen und QP-Release-Anforderung.",Gateway,Quality/GxP,Lab Provider,automatisiert,"Batch-Filter → Lab-Ergebnisliste, CoA-Upload",src/pages/dashboard/LimsLab.tsx,live,nein,BELEGT
GW-041,LIMS Integration Dashboard,Verwaltung von LIMS-Verbindungen und -Profilen; API-Key-Management für Labore.,Gateway,Quality/GxP,"Admin, Lab Provider",automatisiert,"LIMS-Config → Integration-Status, Verbindungstest",src/pages/dashboard/LIMSIntegration.tsx,live,nein,BELEGT
GW-042,Recall initiieren,"EU-QP, Thai-RP oder Regulator initiiert Rückruf einer Charge nach EU-GMP Ch. 8 / GDP Ch. 6.4 / §69 AMG; schreibt chain_recall_events.",Gateway,Regulatory,"EU QP, Thai RP, Regulierer",automatisiert,"batch_id, trigger_kind, rationale → recall_event_id, Batch-Status 'recall_initiated'",supabase/functions/recall-initiate/index.ts,live,nein,BELEGT
GW-043,Recall Management Dashboard,Verwaltung laufender und abgeschlossener Rückrufe mit Tracking und Kommunikations-Log.,Gateway,Regulatory,"Admin, QP, Regulierer",automatisiert,"Recall-Filter → Recall-Liste, Status, Kommunikations-Einträge","src/pages/dashboard/RecallManagement.tsx, supabase/functions/recall-management/index.ts",live,nein,BELEGT
GW-044,Rejection Management,"Import-seitige Ablehnung einer Charge (z.B. nach Zollkontrolle): Rejection-Number, Grund, Menge, Nachweise erfassen.",Gateway,Trade,"Importer, Auditor, Logistics",automatisiert,"batch_id, reason, affected_quantity → rejection_id, rejection_number","supabase/functions/rejection-management/index.ts, src/pages/dashboard/RejectionManagement.tsx",live,nein,BELEGT
GW-045,Cold Chain Monitoring,"GDP-konformes Temperatur/Feuchtigkeits-Monitoring: Daten-Upload, MKT-Berechnung, Excursion-Erkennung, Compliance-Report.",Gateway,Logistics,"Logistics, Exporter, Auditor",automatisiert,"Temperatur-Readings + Logger-Config → MKT, Excursions, Supply-Chain-Event","supabase/functions/cold-chain/index.ts, src/pages/dashboard/ColdChainMonitor.tsx",live,nein,BELEGT
GW-046,RFID Integration & Tracking,"Encode/Scan/Lookup RFID-Tags; Event-Aufzeichnung bei Customs-Scan, Bewegungen und Facility-Check.",Gateway,Logistics,"Logistics, Warehouse, Customs",automatisiert,"RFID-Read-Events → rfid_tags, supply_chain_events","supabase/functions/rfid-integration/index.ts, src/pages/dashboard/RFIDTracking.tsx",live,nein,BELEGT
GW-047,Logistics Sync (Status-Propagation),"Synchronisiert Shipment-Status-Änderungen an Trade Case, AICert-Webhook und Marketplace; Custom-Status inklusive.",Gateway,Logistics,System/intern,automatisiert,"shipment_id, old_status, new_status → trade_case_status, webhooks","supabase/functions/logistics-sync/index.ts (action=shipment_status_changed, trade_case_status_changed, customs_status_changed)",live,nein,BELEGT
GW-048,Logistik & Versand Dashboard,"Übersicht von Shipments, Spediteur-Buchungen und Transit-Status.",Gateway,Logistics,"Exporter, Logistics, Farm",automatisiert,"Filter → Shipment-Liste, Status, Track & Trace",src/pages/dashboard/LogisticsShipping.tsx,live,nein,BELEGT
GW-049,Freight Forwarder Booking,"Bucht pharmazeutischen Cannabis-Transport (PIL, temperaturkontrolliert) via Spediteur; erzeugt Booking-Email und Supply-Chain-Event.",Gateway,Logistics,"Exporter, Logistics",automatisiert,"shipment_id, forwarder_config → Booking-Email, supply_chain_event",supabase/functions/freight-forwarder/index.ts,live,nein,BELEGT
GW-050,Customs Integration – ATLAS EU-Abfertigung,"Erstellt EU-Zollanmeldung (ATLAS-MRN), informiert Zollbroker, schreibt supply_chain_event.",Gateway,Logistics,"Logistics, Customs Broker",automatisiert,"shipment_id, mrn, broker_email → customs_event, Broker-Email",supabase/functions/customs-integration/index.ts (action=submit_atlas),im-Code,nein,BELEGT
GW-051,ICS2 Deklaration Thailand (Narcotics HS Code),Generiert ICS2-XML-Voranmeldung mit Narcotics-Indikator (PIL) für Cannabis-Export aus Thailand; mock/live-fähig.,Gateway,Logistics,"Exporter, Customs Broker",automatisiert,"shipment_id, parties → ICS2-XML, declaration_id",supabase/functions/ics2-declaration/index.ts (action=generate),im-Code,nein,BELEGT
GW-052,GS1 GTIN-Validierung und -Generierung,Validiert und formatiert GTINs nach GS1-Standard; generiert GTIN-13 mit Check-Digit; registriert GTIN auf Batch.,Gateway,Quality/GxP,"Exporter, Logistics, Warehouse",automatisiert,"gtin/company_prefix/item_ref → validiertes GTIN, GS1-DataMatrix-Template","supabase/functions/gateway-gs1-registry/index.ts (action=lookup, generate_gtin, register_product)",live,nein,BELEGT
GW-053,GS1 Management Dashboard,"Pflege und Suche von GS1-GTINs, Batch-Lots und Seriennummern in der Dashboard-Oberfläche.",Gateway,Quality/GxP,"Exporter, Warehouse",automatisiert,GTIN-Suche/Register-Form → GS1-Registry,src/pages/dashboard/GS1Management.tsx,live,nein,BELEGT
GW-054,Label-Generator (ZPL/SBPL/GS1-DataMatrix),Generiert GS1-konforme Batch- und Paletten-Etiketten in ZPL/SBPL mit DataMatrix-Barcode für Zebra-Drucker.,Gateway,Logistics,"Warehouse, Logistics",automatisiert,"batch_id, weight, serial → ZPL/SBPL-Label-String",supabase/functions/label-generator/index.ts,live,nein,BELEGT
GW-055,Label Printing Dashboard,UI zum Auslösen und Verwalten von Etikettendruckjobs.,Gateway,Logistics,"Warehouse, Logistics",automatisiert,batch_id + Drucker-Config → Druck-Job,src/pages/dashboard/LabelPrinting.tsx,live,nein,BELEGT
GW-056,Packaging Management (GS1-Hierarchie),Erstellt und packt hierarchische Packaging-Units (Primär→Sekundär→Tertiär→Palette) mit SSCC und Scan-to-Pack.,Gateway,Logistics,"Warehouse, Logistics",automatisiert,"level, weight, batch_id, parent_id → packaging_unit_id, SSCC",supabase/functions/packaging-management/index.ts,live,nein,BELEGT
GW-057,Warehouse Management,"Lager-Bestandsführung: Eingang, Ausgang, Lagerplatz-Zuweisung, Inventur.",Gateway,Logistics,"Warehouse, Logistics",automatisiert,"Bewegungs-Events → Lager-Bestand, Lagerplatzbelegung",src/pages/dashboard/WarehouseManagement.tsx,live,nein,BELEGT
GW-058,Inventory Management,"Echtzeit-Bestandsansicht mit Charge-Level-Tracking, Mindeststände und Alerts.",Gateway,Trade,"Exporter, Farm, Logistics, Shop",automatisiert,"Scope-Filter → Bestands-Tabelle, kritische Bestände",src/pages/dashboard/InventoryManagement.tsx,live,nein,BELEGT
GW-059,Facility Planner (Grundriss & Zonen),"GMP-konforme Facility-Planung: Grundriss-Upload, Zonen-Definition, Blueprint-Files, Plan-Details.",Gateway,Facility,"Farm, Exporter, Auditor",automatisiert,"Facility-Daten, Blueprint-Upload → Plan-ID, Zonen-Map","src/pages/dashboard/FacilityPlanner.tsx, FacilityPlanDetail.tsx, FacilityBlueprintFiles.tsx",live,nein,BELEGT
GW-060,Facility Import (Bulk),Bulk-Import von Facility-Daten aus CSV/Excel für Admin-Erstbefüllung.,Gateway,Facility,Admin,automatisiert,CSV/Excel-Datei → Facility-Records,"supabase/functions/facility-import/index.ts, src/pages/dashboard/FacilityImport.tsx",live,nein,BELEGT
GW-061,Facility Layout Generator (KI),KI generiert GMP-konformen Facility-Grundriss-Vorschlag basierend auf Produktionsparametern.,Gateway,Facility,"Farm, Exporter",AI-gestützt,"Produktionsparameter → Layout-Vorschlag (Raumplan, Zonierung)",supabase/functions/facility-layout-generator/index.ts,im-Code,nein,BELEGT
GW-062,Facility Integration Hub,"Verwaltung externer Integrationen pro Facility (IoT, LIMS, ERP, Trolmaster).",Gateway,Facility,"Admin, Farm",automatisiert,"Facility-ID + Integration-Typ → Connection-Status, API-Keys",src/pages/dashboard/FacilityIntegrationHub.tsx,live,nein,BELEGT
GW-063,Facility Farm Dashboard,"Farm-spezifischer Überblick: Grow-Cycle-Status, Sensorwerte, GACP-Checkliste, Timeline.",Gateway,Cultivation,Farm,automatisiert,"Facility-ID → Dashboard-KPIs, Sensor-Werte, GACP-Score","src/pages/dashboard/FarmDashboard.tsx, src/hooks/useFarmDashboard.ts",live,nein,BELEGT
GW-064,IoT Gateway – Sensor-Daten-Eingang,"Empfängt MQTT/REST-Sensor-Daten von IoT-Geräten (Trolmaster, generisch); speichert iot_sensor_readings; triggert Anomalie-Check.",Gateway,Cultivation,"IoT-Geräte, Farm-System",automatisiert,"device_id, readings (temp, humidity) → iot_sensor_readings, supply_chain_events",supabase/functions/iot-gateway/index.ts,live,nein,BELEGT
GW-065,IoT Anomalie-Detektor,"Regelbasierter Anomalie-Detektor für Sensor-Readings: prüft Schwellwerte, schreibt iot_anomaly_events und Alert-Einträge.",Gateway,Cultivation,"Farm, QA",automatisiert,"device_id, readings, thresholds → anomaly_events, severity",supabase/functions/iot-anomaly-detector/index.ts,live,nein,BELEGT
GW-066,Autonomer Farm Controller,"KI-gesteuerter Grow-Cycle-Controller: analysiert Sensor-Daten und erzeugt Robotic-Action-Commands (Adjust NPK, Start Flush, Trigger Harvest, Start Trimming).",Gateway,Cultivation,Farm-Automation,AI-gestützt,"grow_cycle_id, sensor_readings → robotic_action_commands, recommended_actions",supabase/functions/autonomous-farm-controller/index.ts,im-Code,nein,BELEGT
GW-067,Predictive Yield Engine,"KI-Ernte-Vorhersage basierend auf Grow-Cycle-Daten, Genetics und historischen Readings (OpenAI/Vertex/Google).",Gateway,Cultivation,"Farm, Exporter",AI-gestützt,"grow_cycle_id, strain, current_readings → yield_prediction_kg, confidence",supabase/functions/predictive-yield-engine/index.ts,im-Code,nein,BELEGT
GW-068,Sanierungs-Schedule Enforcer,"Prüft fällige Sanitationsaufgaben pro Facility-Zone (SOP-Referenz, Karenzzeit, Grace Period); setzt Quarantäne bei Missed-Sanitation.",Gateway,Facility,"Farm, QA",automatisiert,"Cron/Trigger → overdue_schedules, quarantine_flags",supabase/functions/sanitation-schedule-enforcer/index.ts,live,nein,BELEGT
GW-069,Geofencing – Zonen & Positions-Tracking,"Erstellt Geofence-Zonen (Name, Radius, Country); verfolgt Positions-Events und löst Zone-Enter/Exit-Events aus.",Gateway,Logistics,"Logistics, Regulierer",automatisiert,"lat/lng, zone_config → position_events, zone_entry/exit","supabase/functions/geofencing/index.ts (action=create_zone, record_position, track, zones)",live,nein,BELEGT
GW-070,Strain-Registrierung (Genetik IP),Registriert Cannabis-Strain in Genetik-IP-Registry mit Royalty-Konditionen; verknüpft mit Batch.,Gateway,Cultivation,"Züchter, Farm",automatisiert,"strain_name, breeder_data, royalty_percent → genetic_ip_id","src/pages/dashboard/StrainRegistrationWorkspace.tsx, src/hooks/use-strain-registration.ts",live,nein,BELEGT
GW-071,Genetik-Royalty-Router,Berechnet und leitet Royalty-Zahlung an Züchter bei Batch-Verkauf; berücksichtigt Lizenz-Overrides und Mindest-Royalties.,Gateway,Trade,System/intern,automatisiert,"batch_id, sale_amount → royalty_amount, breeder_payout_reference",supabase/functions/genetic-royalty-router/index.ts,im-Code,nein,BELEGT
GW-072,Preis-Intelligenz (Quick-Estimate),"Schätzt Marktpreis, Einkaufs- und Wiederverkaufspreis basierend auf Kategorie, Zertifizierung und THC/CBD-Werten.",Gateway,Trade,"Exporter, Trader, Importer",automatisiert,"category, certification, thc, cbd → price_range, recommended_purchase_price",supabase/functions/price-intelligence/index.ts,live,nein,BELEGT
GW-073,Target Market Analyse (Batch-Eligibility),"Bewertet für einen Batch welche Zielmärkte (EU-Länder, Asien) exportierbar sind anhand THC/CBD/Zertifikat/HS-Code-Regeln.",Gateway,Regulatory,"Exporter, Trader",automatisiert,"thc, cbd, certification, category → country_results (green/yellow/red, reasons)","supabase/functions/target-market-analysis/index.ts, src/pages/dashboard/TargetMarketAnalysis.tsx",live,nein,BELEGT
GW-074,Target Market Proxy (mit Cache),"Caching-Proxy für target-market-analysis; TTL 2 Min. für Analyse, 10 Min. für Regulierungs-Daten.",Gateway,Regulatory,Frontend,automatisiert,batch_params → cached market_analysis_result,supabase/functions/target-market-proxy/index.ts,live,nein,BELEGT
GW-075,Regulatory Monitor (Baseline + AI-Scan),Liefert regulatorische Updates aus DB oder Gateway-Baseline; AI-Scan-Modus schreibt neue Updates automatisch ein.,Gateway,Regulatory,"Admin, Exporter",AI-gestützt,action=get_updates/ai_scan → regulatory_updates,supabase/functions/regulatory-monitor/index.ts,live,nein,BELEGT
GW-076,Regulatory Gateway Dashboard,"Übersicht aktueller Regulierungs-Anforderungen, offener Permits und Compliance-Lücken.",Gateway,Regulatory,"Exporter, Auditor, Inspector",automatisiert,"Scope-Filter → Regulatory-Status, offene Aktionen",src/pages/dashboard/RegulatoryGateway.tsx,live,nein,BELEGT
GW-077,Regulatory Intelligence Dashboard,Aggregierte Regulatory-Intelligence aus Gateway + AICert + Marketplace mit Alert-Klassifikation.,Gateway,Regulatory,"Admin, Exporter",automatisiert,Quellen → kombinierter regulatory_feed,src/pages/dashboard/RegulatoryIntelligence.tsx,live,nein,BELEGT
GW-078,Regulatory Reporting,"Generiert regulatorische Berichte (Thai FDA, BfArM, zollamtliche Reports) für Behörden-Submission.",Gateway,Regulatory,"Exporter, Auditor, Farm",automatisiert,Reporting-Parameter → strukturierter Bericht,src/pages/dashboard/RegulatoryReporting.tsx,live,nein,BELEGT
GW-079,Compliance-Route-Konfigurator,"Konfiguriert optimale Compliance-Route (Thai GACP Bulk, EU Extraction, Pilot Validation etc.) basierend auf Produkt, Kunde und Markt; erzeugt Routing-Quote.",Gateway,Regulatory,"Exporter, Trader",automatisiert,"category, destination, customer_type → RouteKey, Routing-Warnings, Case-Type","supabase/functions/compliance-route-configurator/index.ts (action=catalog, quote, save)",live,nein,BELEGT
GW-080,Compliance Route Dashboard,Übersicht und Verwaltung aller konfigurierten Compliance-Routen nach Produkt und Zielmarkt.,Gateway,Regulatory,"Exporter, Importer, Auditor",automatisiert,"Filter → Route-Übersicht, Status",src/pages/dashboard/ComplianceRoutes.tsx,live,nein,BELEGT
GW-081,Compliance Action Blocker,"Enforce-Gate: blockiert kritische Aktionen (z.B. Batch-Listing, QP-Release) wenn GxP-Compliance-Voraussetzungen nicht erfüllt sind.",Gateway,Regulatory,System/intern,automatisiert,"action_type, batch_id → allowed/blocked, denial_reasons",supabase/functions/compliance-action-blocker/index.ts,live,nein,BELEGT
GW-082,Rule Engine – Regulatorische Regelauswertung,Wertet regulatory_rules-Tabelle gegen Batch-Payload aus; meldet Blockers (no_go/hold) und speichert Evaluation-History.,Gateway,Regulatory,System/intern,automatisiert,"batch_payload, rule_set → blockers, evaluation_status, evaluation_ids",supabase/functions/gateway-rule-engine-evaluate/index.ts,live,nein,BELEGT
GW-083,Readiness-Gatekeeper (Export-Freigabe),Feature-Gate: prüft ob Benutzer-Onboarding und Facility-Readiness für Export/CAPA/Facility-Planner-Funktionen vorliegen.,Gateway,Regulatory,"Exporter, Farm",automatisiert,"feature_key, user_id → allowed/blocked, missing_features",supabase/functions/readiness-gatekeeper/index.ts,live,nein,BELEGT
GW-084,Compliance Overview Dashboard,"Übergreifendes Compliance-Dashboard: offene Maßnahmen, Audit-Status, GxP-Lücken.",Gateway,Regulatory,"Admin, Auditor",automatisiert,"Scope → Compliance-Score, offene Lücken, Trend",src/pages/dashboard/ComplianceOverview.tsx,live,nein,BELEGT
GW-085,Golden Route TH-DE (Vollständige Export-Pipeline),"Geführte Ansicht der vollständigen Thailand→Deutschland-Export-Pipeline: Import-Cases, Batch-Passporte, Permits, Shipments, QP-Matches, Mengen-Ledger.",Gateway,Trade,"Exporter, Importer, Auditor",automatisiert,"selected_case_id → GoldenRoute-Evaluation, Permit-Status, QP-Matches","src/pages/dashboard/GoldenRouteTHDE.tsx, src/hooks/use-golden-route-th-de.ts",live,nein,BELEGT
GW-086,Export Foundation Checker,"Bewertet Exportbereitschaft anhand 7 Säulen (Strain-Reg, Lizenz, GACP, GMP, GS1, QP, Logistik); export_ready-Flag.",Gateway,Trade,"Exporter, Auditor",automatisiert,"Batch + Facility-Daten → export_readiness_axes, export_ready",src/pages/dashboard/ExportFoundation.tsx,live,nein,BELEGT
GW-087,Import-Workflow (Importer-seitig),"Importer verwaltet Import-Cases, Permit-Matching und Zoll-Abfertigung in geführtem Workflow.",Gateway,Trade,Importer,automatisiert,"Case-Daten → Import-Case-ID, Workflow-Status","src/pages/dashboard/ImportWorkflow.tsx, src/hooks/use-import-workflow.ts",live,nein,BELEGT
GW-088,Export Cases Management,Verwaltung und Detail-Ansicht aller Export-Cases inkl. Importer-Snapshot.,Gateway,Trade,"Exporter, Trader, Farm, Auditor",automatisiert,"Filter → Export-Case-Liste, Case-Detail, Importer-View","src/pages/dashboard/ExportCases.tsx, ExportCaseDetail.tsx, ImporterSnapshot.tsx",live,nein,BELEGT
GW-089,Trade Cases,"Übergreifende Trade-Case-Verwaltung für Exporter, Importer und Trader.",Gateway,Trade,"Exporter, Importer, Trader, Farm",automatisiert,"Trade-Case-Daten → Case-ID, Status-Tracking",src/pages/dashboard/TradeCases.tsx,live,nein,BELEGT
GW-090,Batch Trend-Analyse,"Statistische Trendanalyse über Chargen: Qualitätskennzahlen, Volumen, Preisentwicklung.",Gateway,Data/AI,"Exporter, Farm, Trader, Auditor",automatisiert,"Zeitraum-Filter → Trend-Charts, statistische KPIs",src/pages/dashboard/BatchTrendAnalysis.tsx,live,nein,BELEGT
GW-091,Risk Prediction Dashboard,"KI-gestützte Risikovorhersage für Chargen und Facility-Operationen (Compliance, Qualität, Markt).",Gateway,Data/AI,"Exporter, Auditor, Admin",AI-gestützt,"Scope-Parameter → risk_score, risk_categories, Empfehlungen",src/pages/dashboard/RiskPrediction.tsx,live,nein,BELEGT
GW-092,AI-Analyse Dashboard,"Übersicht KI-generierter Analysen: Batch-Reviews, Compliance-Checks, Abweichungserkennungen.",Gateway,Data/AI,"Exporter, Auditor",automatisiert,"User-Scope → AI-Analyse-Ergebnisse, Status",src/pages/dashboard/AIAnalysis.tsx,live,nein,BELEGT
GW-093,Performance Monitoring,"Plattform-Performance-Metriken: Edge-Function-Latenz, Fehlerquoten, API-Durchsatz (Admin only).",Gateway,Platform/Identity,Admin,automatisiert,"Zeitraum → Performance-KPIs, Fehler-Log",src/pages/dashboard/PerformanceMonitoring.tsx,live,nein,BELEGT
GW-094,Data Integrity Dashboard,"Überwacht Datenintegrität: Hash-Verifikation, fehlende Referenzen, Duplikate.",Gateway,Data/AI,"Admin, Auditor",automatisiert,"DB-Scan → Integritätsprobleme, Anomalie-Liste",src/pages/dashboard/DataIntegrity.tsx,live,nein,BELEGT
GW-095,Integrity Alert Proxy,Meldet Integritätsverletzungen an AICert-Webhook und verifiziert Ereignis-Integrität gegenüber AICert.,Gateway,Trust/Audit,"System/intern, Admin",automatisiert,"action=report/verify + event_data → AICert-Alert, verify_result",supabase/functions/integrity-alert-proxy/index.ts,live,nein,BELEGT
GW-096,Audit Status Proxy,Aggregiert Audit-Status aus AICert und liefert gecachte Daten; action=audit_status für Einzel-Audit.,Gateway,Trust/Audit,"Exporter, Auditor",automatisiert,"audit_id → Audit-Status, Findings",supabase/functions/audit-status-proxy/index.ts,live,nein,BELEGT
